height_inches,height_cm,plays,birth_date,birthplace,player_id,full_name,best_rank,first_appearance,last_appearance,represented_country
"5' 9""",1.75m,Right-Handed,Jan 1 1982,"Helsingborg, Sweden",20563.0,Annika Bengtsson,1024.0,2000-12-04 00:00:00,2001-12-10,SWE
,-,,,,313782.0,Annika Brooks,1128.0,2006-12-04 00:00:00,2006-12-18,GBR
,-,Right-Handed,Feb 13 2003,"The Hague, Netherlands",331759.0,Anouck Vrancken Peeters,693.0,2022-10-24 00:00:00,2025-08-18,NED
,-,Right-Handed,Nov 29 1990,,314533.0,Anouk Delefortrie,744.0,2011-02-21 00:00:00,2011-12-19,BEL
,-,-,Jan 2 2004,"Berkel en Rodenrijs, Netherlands",328988.0,Anouk Koevermans,188.0,2021-03-08 00:00:00,2025-08-18,NED
,-,-,,,190928.0,Anouk Sinnige,1011.0,2000-12-11 00:00:00,2001-09-03,NED
,-,-,,,190831.0,Anouk Sterk,350.0,2000-12-04 00:00:00,2003-07-21,NED
,-,-,Oct 10 1989,"Moordrecht, Netherlands",314582.0,Anouk Tigu,970.0,2008-11-03 00:00:00,2008-11-03,NED
,-,-,Oct 5 1974,"Heerhugowaard, Netherlands",220282.0,Anousjka Van Exel,203.0,2000-12-04 00:00:00,2005-08-22,NED
,-,-,May 3 2000,,324753.0,Anri Nagata,1077.0,2019-09-16 00:00:00,2025-08-18,JPN
5' 7'',1.70m,Left-Handed,Jan 5 1982,"Atlanta, Georgia, USA",30468.0,Ansley Cargill,90.0,2000-12-04 00:00:00,2007-08-06,USA
,-,-,,,312716.0,Antia Ghiorghiu,1145.0,2006-12-04 00:00:00,2006-12-18,ROU
5'9 3/4'',1.77m,Right-Handed,Jun 22 1977,"Plovdiv, Bulgaria",160217.0,Antoaneta Pandjerova,176.0,2000-12-04 00:00:00,2003-09-15,BUL
,-,-,,,220145.0,Antonela Voina,344.0,2000-12-04 00:00:00,2005-08-22,GER
"5' 6""",1.68m,Right-Handed,Jul 25 1980,"Modena, Italy",190613.0,Antonella Serra Zanetti,60.0,2000-12-04 00:00:00,2008-11-03,ITA
"6' 1""",1.85m,Right-Handed,Aug 13 1996,"Dusseldorf, Germany",318494.0,Antonia Lottner,128.0,2011-12-19 00:00:00,2022-05-02,GER
,-,Right-Handed,Dec 31 1984,"Hanau, Germany",130710.0,Antonia Matic,225.0,2000-12-04 00:00:00,2008-11-03,GER
,-,Right-Handed,Jan 20 2003,"Orehovica, Croatia",329505.0,Antonia Ruzic,132.0,2021-03-08 00:00:00,2025-08-18,CRO
,,Right-Handed,Mar 27 2001,"Bogota, Colombia",328373.0,Antonia Samudio,943.0,2019-09-16 00:00:00,2023-08-21,COL
,-,Right-Handed,Jun 23 2001,"Mockmuhl, Germany",326503.0,Antonia Schmidt,449.0,2022-10-24 00:00:00,2025-08-18,GER
,-,,Jul 2 1986,"Satu Mare, Romania",312579.0,Antonia Xenia Tout,512.0,2005-08-22 00:00:00,2008-11-03,ROU
,-,-,,,190808.0,Antonie Steinmetz,768.0,2000-12-04 00:00:00,2002-06-03,GER
,-,-,May 16 1997,"Moscow, Russia",321205.0,Antonina Lysakova,1168.0,2016-02-22 00:00:00,2016-02-22,RUS
"5' 5""",1.65m,Right-Handed,Feb 11 1981,"Toronto, Canada",120397.0,Anya Loncaric,738.0,2000-12-04 00:00:00,2001-12-10,CAN
,-,Right-Handed,Oct 16 1973,"Riga, Latvia",260085.0,Anzela Zguna,400.0,2001-09-03 00:00:00,2005-09-12,LAT
,-,-,Jan 11 1995,,320960.0,Ao Gai,357.0,2013-09-09 00:00:00,2019-09-16,CHN
,-,Right-Handed,May 21 2004,"Nagoya, Japan",329009.0,Aoi Ito,126.0,2022-10-24 00:00:00,2025-08-18,JPN
,-,-,,,190923.0,Aparna Singh,1118.0,2000-12-04 00:00:00,2001-09-03,IND
,-,Right-Handed,Jul 08 1989,,313412.0,Apollonia Melzani,500.0,2005-12-05 00:00:00,2010-04-26,ITA
"5' 11""",1.82m,Right-Handed,May 5 1998,"Minsk, Belarus",320760.0,Aryna Sabalenka,1.0,2015-12-07 00:00:00,2025-08-18,BLR
5' 10'',1.78m,Right-Handed,Oct 8 2002,"Shiyan, China",328120.0,Qinwen Zheng,5.0,2019-09-16 00:00:00,2025-08-18,CHN
5' 7'',1.75m,Right-Handed,May 15 2000,"Odessa, Ukraine",324261.0,Dayana Yastremska,21.0,2016-02-22 00:00:00,2025-08-18,UKR
5' 9'',1.75m,Right-Handed,Mar 13 2004,"Delray Beach, Fl. USA",328560.0,Coco Gauff,2.0,2019-03-25 00:00:00,2025-08-18,USA
"5' 9""",1.74m,Right-Handed,Sep 12 1994,"Odesa, Ukraine",316738.0,Elina Svitolina,3.0,2010-07-05 00:00:00,2025-08-18,UKR
"5' 10""",1.78m,Right-Handed,Dec 18 1995,"Brno, Czech Republic",318314.0,Barbora Krejcikova,2.0,2011-12-19 00:00:00,2025-08-18,CZE
"5' 9""",1.75m,Right-Handed,Jun 28 2002,"Kyiv, Ukraine",326482.0,Marta Kostyuk,16.0,2017-05-22 00:00:00,2025-08-18,UKR
5' 10'',1.79m,Right-Handed,Nov 17 2004,"Vsetin, Czech Republic",329668.0,Linda Noskova,25.0,2021-03-08 00:00:00,2025-08-18,CZE
"6' 0""",1.83m,Right-Handed,Jul 31 1989,"Minsk, Belarus",312001.0,Victoria Azarenka,1.0,2004-08-23 00:00:00,2025-08-18,BLR
"5' 4""",1.63m,Right-Handed,Jan 4 1996,"Castelnuovo di Garfagnana, Italy",319280.0,Jasmine Paolini,4.0,2013-09-09 00:00:00,2025-08-18,ITA
"6' 0""",1.83m,Right-Handed,Oct 24 1996,"Lille, France",319436.0,Oceane Dodin,46.0,2012-08-06 00:00:00,2025-08-18,FRA
5' 6'',1.67m,Right-Handed,Nov 18 2003,"Moscow, Russia",328896.0,Maria Timofeeva,93.0,2019-11-25 00:00:00,2025-08-18,RUS
5' 7'',1.71m,Right-Handed,Dec 15 1997,"Lodz, Poland",320277.0,Magdalena Frech,24.0,2014-01-20 00:00:00,2025-08-18,POL
"5' 9""",1.75m,Right-Handed,Apr 29 2007,"Krasnoyarsk, Russia",331809.0,Mirra Andreeva,16.0,2022-07-18 00:00:00,2025-08-18,RUS
"5' 10""",1.77m,Right-Handed,Jun 8 1997,"Riga, Latvia",319939.0,Jelena Ostapenko,5.0,2012-08-06 00:00:00,2025-08-18,LAT
"5' 7""",1.69m,Right-Handed,Oct 16 1992,"Zürich, Switzerland",316296.0,Viktorija Golubic,35.0,2011-02-21 00:00:00,2025-08-18,SUI
5' 9'',1.76m,Right-Handed,Mar 24 2001,"Rennes, France",325320.0,Clara Burel,42.0,2018-10-15 00:00:00,2025-08-18,FRA
"5' 7""",1.70m,Right-Handed,Mar 20 1993,"Plantation, FL, USA",315683.0,Sloane Stephens,3.0,2008-10-27 00:00:00,2025-08-18,USA
5' 9'',1.76m,Right-Handed,May 31 2001,"Warsaw, Poland",326408.0,Iga Swiatek,1.0,2017-04-10 00:00:00,2025-08-18,POL
5' 8'',1.72m,Right-Handed,Sep 17 2002,"Pyatigorsk, Russia",327620.0,Elina Avanesyan,43.0,2019-09-16 00:00:00,2025-08-18,ARM
"6' 0""",1.85m,Left-Handed,May 30 1996,"Sao Paulo, Brazil",318176.0,Beatriz Haddad Maia,10.0,2011-11-28 00:00:00,2025-08-18,BRA
"5' 5""",1.66m,Left-Handed,Aug 11 1994,"Rockhampton, Australia",317810.0,Storm Hunter,114.0,2011-11-28 00:00:00,2025-08-18,AUS
"5' 7""",1.70m,Right-Handed,Feb 24 1994,"Buffalo, NY, USA",316956.0,Jessica Pegula,3.0,2011-02-14 00:00:00,2025-08-18,USA
5' 7'',1.75m,Right-Handed,Nov 13 2002,"Toronto, Canada",328366.0,Emma Raducanu,10.0,2018-10-15 00:00:00,2025-08-18,GBR
6' 0'',1.84m,Right-Handed,Jun 17 1999,"Moscow, Russia",324166.0,Elena Rybakina,3.0,2016-07-18 00:00:00,2025-08-18,KAZ
"5' 11""",1.82m,Right-Handed,Aug 1 1996,"Leicester, England",319125.0,Katie Boulter,24.0,2013-10-07 00:00:00,2025-08-18,GBR
"5' 10""",1.78m,Right-Handed,Dec 13 1993,"St. Petersburg, FL, USA",316925.0,Danielle Collins,7.0,2011-11-28 00:00:00,2025-08-18,USA
5' 3'',1.60m,Left-Handed,Nov 3 1993,"Florence, Italy",316266.0,Martina Trevisan,18.0,2008-11-03 00:00:00,2025-08-18,ITA
5' 5'',1.66m,Right-Handed,Jan 25 2001,"Ancona, Italy",327909.0,Elisabetta Cocciaretto,29.0,2018-03-19 00:00:00,2025-08-18,ITA
"5' 11""",1.80m,Left-Handed,Dec 13 1990,"Delft, The Netherlands",313349.0,Arantxa Rus,41.0,2008-01-07 00:00:00,2025-08-18,NED
"5' 6""",1.67m,Right-Handed,Aug 28 1994,"Ksar Hellal, Tunisia",316847.0,Ons Jabeur,2.0,2010-07-05 00:00:00,2025-08-18,TUN
"5' 9""",1.74m,Right-Handed,May 10 1996,"Hradec Kralove, Czech Republic",320301.0,Katerina Siniakova,27.0,2013-04-08 00:00:00,2025-08-18,CZE
"5' 10""",1.79m,Right-Handed,Nov 17 1995,"Leuven, Belgium",317964.0,Elise Mertens,12.0,2013-06-17 00:00:00,2025-08-18,BEL
6' 1'',1.86m,Right-Handed,Aug 6 1999,"Basel, Switzerland",322087.0,Rebeka Masarova,62.0,2016-07-18 00:00:00,2025-08-18,SUI
"5' 8""",1.72m,Right-Handed,Aug 8 1987,"Bad Saulgau, Germany",310440.0,Tatjana Maria,42.0,2004-09-06 00:00:00,2025-08-18,GER
5' 6'',1.70m,Right-Handed,Nov 25 2000,"Ljubljana, Slovenia",324702.0,Kaja Juvan,58.0,2017-04-10 00:00:00,2025-08-18,SLO
"5' 6""",1.70m,Right-Handed,Feb 10 1997,"Rosario, Argentina",319112.0,Nadia Podoroska,36.0,2012-08-06 00:00:00,2025-08-18,ARG
5' 10'',1.78m,Right-Handed,Aug 2 2000,"Moscow, Russia",325836.0,Varvara Gracheva,39.0,2018-03-05 00:00:00,2025-08-18,FRA
"5' 6""",1.70m,Right-Handed,Feb 25 1995,"Sofia, Bulgaria",317584.0,Viktoriya Tomova,46.0,2011-02-21 00:00:00,2025-08-18,BUL
"5' 10""",1.77m,Right-Handed,Jul 11 1990,"Odense, Denmark",313402.0,Caroline Wozniacki,1.0,2006-03-13 00:00:00,2025-08-18,DEN
5' 10'',1.78m,Right-Handed,Sep 5 1998,"Hinsdale, IL, USA",322052.0,Caroline Dolehide,41.0,2016-07-18 00:00:00,2025-08-18,USA
"5' 8""",1.72m,Right-Handed,Jul 25 1995,"Athens, Greece",318312.0,Maria Sakkari,3.0,2011-11-28 00:00:00,2025-08-18,GRE
"5' 6""",1.70m,Right-Handed,May 12 1995,"Hamburg, Germany",319571.0,Tamara Korpatsch,71.0,2013-09-09 00:00:00,2025-08-18,GER
5' 6'',1.70m,Right-Handed,Aug 28 2001,"Yekaterinburg, Russia",325936.0,Kamilla Rakhimova,61.0,2019-05-06 00:00:00,2025-08-18,RUS
5'' 8',1.73m,Right-Handed,Mar 27 2002,"Kyiv, Ukraine",327845.0,Daria Snigur,105.0,2019-04-15 00:00:00,2025-08-18,UKR
5' 8'',1.76m,Right-Handed,Feb 14 2005,"Hamburg, Germany",330548.0,Ella Seidel,117.0,2022-10-24 00:00:00,2025-08-18,GER
5' 3'',1.60m,Right-Handed,Sep 30 1997,"Mexico City, Mexico",320716.0,Renata Zarazua,51.0,2014-10-13 00:00:00,2025-08-18,MEX
6',1.83m,Right-Handed,Dec 16 1990,"Toronto, Canada",313485.0,Rebecca Marino,38.0,2006-12-04 00:00:00,2025-08-18,CAN
"5' 7""",1.70m,Right-Handed,Mar 12 1997,"Libramont, Belgium",319969.0,Fiona Ferro,39.0,2013-09-09 00:00:00,2025-08-18,FRA
5' 7'',1.70m,Right-Handed,Dec 31 2001,"Walnut Creek, CA, USA",327391.0,Katie Volynets,56.0,2018-12-31 00:00:00,2025-08-18,USA
170cm,1.70m,-,Apr 30 2002,"Istanbul, Türkiye",326907.0,Zeynep Sonmez,88.0,2019-09-16 00:00:00,2025-08-18,TUR
5' 6'',1.73m,Right-Handed,Sep 19 2000,"Bradford, Great Britain",324479.0,Francesca Jones,149.0,2018-03-05 00:00:00,2025-08-18,GBR
"5' 9""",1.75m,Right-Handed,May 10 2000,"Melbourne, Australia",324219.0,Destanee Aiava,147.0,2016-01-25 00:00:00,2025-08-18,AUS
"5' 5""",1.65m,Right-Handed,Jan 12 2002,"Kyiv, Ukraine",325826.0,Eva Lys,105.0,2020-08-31 00:00:00,2025-08-18,GER
5' 8'',1.78m,Left-Handed,Aug 29 1994,"Rocourt, Belgium",317317.0,Ysaline Bonaventure,81.0,2012-07-23 00:00:00,2025-08-18,BEL
5' 8'',1.72m,Right-Handed,Nov 4 1991,"Spijkenisse, Netherlands",316537.0,Lesley Pattinama Kerkhove,135.0,2010-04-26 00:00:00,2025-06-16,NED
"5' 11""",1.81m,Right-Handed,Jan 19 1991,"Split, Croatia",313711.0,Petra Martic,14.0,2007-06-11 00:00:00,2025-08-18,CRO
"5' 9""",1.75m,Right-Handed,Oct 13 1992,"Mount Pleasant, SC, USA",317421.0,Shelby Rogers,30.0,2010-05-10 00:00:00,2025-06-02,USA
"6' 1""",1.86m,Right-Handed,Mar 21 1992,"Louny, Czech Republic",313974.0,Karolina Pliskova,1.0,2006-12-04 00:00:00,2025-08-18,CZE
6'1'',1.85m,Right-Handed,May 7 2004,"Dallas, TX, USA",329409.0,Ashlyn Krueger,59.0,2021-03-08 00:00:00,2025-08-18,USA
"5' 7""",1.70m,Right-Handed,Apr 29 1998,"Düsseldorf, Germany",320728.0,Kimberly Birrell,100.0,2014-01-20 00:00:00,2025-08-18,AUS
5' 10'',1.78m,Right-Handed,Sep 25 1998,"Yangzhou, China",324325.0,Yue Yuan,36.0,2017-08-28 00:00:00,2025-08-18,CHN
"5' 9""",1.76m,Right-Handed,Apr 7 1990,"Bucharest, Romania",312469.0,Sorana Cirstea,21.0,2004-10-18 00:00:00,2025-08-18,ROU
"5' 9""",1.76m,Right-Handed,Jan 1 1998,"Chisináu, Moldova",321158.0,Cristina Bucsa,56.0,2016-02-22 00:00:00,2025-08-18,ESP
5' 8'',1.73m,Right-Handed,Jan 28 1994,"Wuxi, China",317306.0,Lin Zhu,31.0,2011-01-17 00:00:00,2025-08-18,CHN
"5' 9""",1.75m,Right-Handed,Aug 14 1997,"Turnhout, Belgium",321454.0,Greet Minnen,59.0,2013-10-07 00:00:00,2025-08-18,BEL
"5' 6""",1.68m,Right-Handed,Dec 30 1991,"Macerata, Italy",314610.0,Camila Giorgi,26.0,2006-12-04 00:00:00,2024-05-13,ITA
"5' 11""",1.82m,Left-Handed,Mar 28 2001,"Taixing, Jiang Su Province, China",326160.0,Xiyu Wang,49.0,2017-10-16 00:00:00,2025-08-18,CHN
"5' 7""",1.70m,Right-Handed,Nov 14 1998,"Moscow, Russia",320942.0,Sofia Kenin,4.0,2016-01-25 00:00:00,2025-08-18,USA
"5' 8""",1.73m,Right-Handed,Oct 8 2001,"Cincinnati, Ohio",327573.0,Peyton Stearns,43.0,2019-09-16 00:00:00,2025-08-18,USA
"5' 11""",1.80m,Right-Handed,Oct 16 1997,"Osaka, Japan",319998.0,Naomi Osaka,1.0,2013-06-17 00:00:00,2025-08-18,JPN
"5' 9""",1.76m,Left-Handed,Dec 3 1994,"Zadar, Croatia",317708.0,Bernarda Pera,27.0,2011-12-19 00:00:00,2025-08-18,USA
5' 8'',1.72m,Right-Handed,May 1 2005,"Prague, Czech Republic",329627.0,Linda Fruhvirtova,49.0,2021-03-08 00:00:00,2025-08-18,CZE
"5' 7""",1.70m,Left-Handed,Apr 16 1996,"Chicago, IL, USA",318609.0,Taylor Townsend,46.0,2011-08-22 00:00:00,2025-08-18,USA
"5' 8""",1.75m,Right-Handed,Apr 24 1997,"Kazan, Russia",319526.0,Veronika Kudermetova,9.0,2012-08-06 00:00:00,2025-08-18,RUS
"5' 4""",1.63m,Right-Handed,Jan 7 1995,"Moscow, Russia",317683.0,Yulia Putintseva,27.0,2011-02-21 00:00:00,2025-08-18,KAZ
"5' 5""",1.66m,Right-Handed,Mar 5 1994,"Moscow, Russia",315997.0,Daria Saville,20.0,2011-01-17 00:00:00,2025-08-18,AUS
"5' 10""",1.79m,Right-Handed,Jun 28 1996,"Osijek, Croatia",318516.0,Donna Vekic,18.0,2011-09-05 00:00:00,2025-08-18,CRO
"5' 6""",1.70m,Left-Handed,Apr 2 2004,"Zhigulevsk, Russia",330482.0,Diana Shnaider,13.0,2022-04-25 00:00:00,2025-08-18,RUS
5' 5'',1.68m,Right-Handed,Dec 26 1997,"Postojna, Slovenia",323079.0,Tamara Zidansek,22.0,2014-11-03 00:00:00,2025-08-18,SLO
"6' 0""",1.82m,Right-Handed,Oct 20 1989,"Lier, Belgium",312536.0,Yanina Wickmayer,12.0,2006-11-13 00:00:00,2025-08-18,BEL
"5' 8""",1.73m,Left-Handed,Sep 28 1999,"Santa Barbara, USA",322534.0,Kayla Day,84.0,2016-02-22 00:00:00,2025-08-18,USA
"5' 11""",1.80m,Right-Handed,Jul 21 1998,"Prague, Czech Republic",320983.0,Marie Bouzkova,24.0,2014-10-13 00:00:00,2025-08-18,CZE
"5' 5""",1.64m,Right-Handed,Apr 29 1987,"Bologna, Italy",310761.0,Sara Errani,5.0,2002-09-30 00:00:00,2025-08-18,ITA
"5' 6""",1.72m,Left-Handed,Jun 28 1999,"Sokolov, Czech Republic",323027.0,Marketa Vondrousova,6.0,2015-06-29 00:00:00,2025-08-18,CZE
"5' 7""",1.71m,Right-Handed,Feb 12 1992,"Poznan, Poland",315130.0,Magda Linette,19.0,2010-07-05 00:00:00,2025-08-18,POL
"5' 9""",1.76m,Right-Handed,Oct 8 1996,"Castellón, Spain",318872.0,Sara Sorribes Tormo,32.0,2011-12-19 00:00:00,2025-08-18,ESP
"5' 11""",1.82m,Right-Handed,Nov 11 1998,"Olenegorsk, Russia",322222.0,Liudmila Samsonova,12.0,2014-11-03 00:00:00,2025-08-18,RUS
"5' 11""",1.82m,Right-Handed,Sep 26 2001,"Shenzhen, Guangdong Province, China",326376.0,Xinyu Wang,32.0,2018-03-05 00:00:00,2025-08-18,CHN
"5' 4""",1.63m,Right-Handed,Nov 28 1994,"Aichi, Japan",320238.0,Nao Hibino,56.0,2012-08-06 00:00:00,2025-08-18,JPN
5' 9'',1.75m,Right-Handed,May 28 1999,"London, Great Britain",323802.0,Jodie Burrage,85.0,2018-03-05 00:00:00,2025-08-18,GBR
175.5,,Right-Handed,Nov 16 2002,"Henan, China",327196.0,Zhuoxuan Bai,83.0,2019-09-16 00:00:00,2025-06-30,CHN
5' 4'',1.64m,Right-Handed,Aug 30 1999,"Tokyo, Japan",324750.0,Mai Hontama,105.0,2016-10-10 00:00:00,2025-08-18,JPN
5' 7'',1.70m,Right-Handed,Dec 10 1998,"Rimini, Italy",322280.0,Lucia Bronzetti,46.0,2016-02-22 00:00:00,2025-08-18,ITA
"5' 11 1/2""",1.82m,Left-Handed,Jan 23 2001,"Belgrade, Serbia",324934.0,Olga Danilovic,51.0,2017-04-10 00:00:00,2025-08-18,SRB
"5' 8""",1.73m,Right-Handed,Feb 5 2000,"Lutsk, Ukraine",324584.0,Katarina Zavatska,103.0,2016-01-25 00:00:00,2025-08-18,UKR
167cm,1.67m,Right-Handed,Jun 25 2005,"Bulach, Switzerland",330581.0,Celine Naef,121.0,2022-10-24 00:00:00,2025-08-18,SUI
5' 9'',1.75m,Right-Handed,Jul 28 1996,"Hampstead, London",319489.0,Harriet Dart,71.0,2012-08-06 00:00:00,2025-08-18,GBR
"5' 10""",1.82m,Right-Handed,Jul 7 1994,"Tashkent, Uzbekistan",316664.0,Nigina Abduraimova,144.0,2010-01-25 00:00:00,2025-08-18,UZB
5' 4'',1.64m,Right-Handed,Feb 9 1997,"Kilkis, Greece",319250.0,Valentini Grammatikopoulou,143.0,2013-06-17 00:00:00,2025-08-18,GRE
"5' 6""",1.70m,Left-Handed,Jul 15 1997,"Barcelona, Spain",320926.0,Jil Teichmann,21.0,2013-09-09 00:00:00,2025-08-18,SUI
5' 10'',1.78m,Right-Handed,Aug 12 1999,"Dortmund, Germany",325940.0,Jule Niemeier,61.0,2018-03-19 00:00:00,2025-08-18,GER
5' 9'',1.74m,Right-Handed,Aug 11 2001,"Kuala Lumpur, Malaysia",327241.0,Moyuka Uchijima,55.0,2018-03-19 00:00:00,2025-08-18,JPN
"5' 10""",1.78m,Right-Handed,Aug 13 1998,"Balatonfured, Hungary",321106.0,Dalma Galfi,79.0,2015-05-18 00:00:00,2025-08-18,HUN
"5'5""",1.65m,Right-Handed,Dec 13 1999,"Blanes, Spain",324128.0,Marina Bassols Ribera,105.0,2018-03-05 00:00:00,2025-08-18,ESP
"5' 10""",1.78m,Right-Handed,Sep 11 1995,"Singapore, Singapore",319696.0,Astra Sharma,84.0,2016-02-22 00:00:00,2025-08-18,AUS
"5' 9""",1.76m,Right-Handed,Nov 17 1992,"Krynica-Zdroj, Poland",315806.0,Katarzyna Kawa,112.0,2010-01-25 00:00:00,2025-08-18,POL
6',1.82m,Right-Handed,Dec 21 2002,"Copenhagen, Denmark",327793.0,Clara Tauson,33.0,2018-03-19 00:00:00,2025-08-18,DEN
"5' 8""",1.73m,Right-Handed,May 10 1998,"Brisbane, Australia",320543.0,Priscilla Hon,118.0,2013-10-07 00:00:00,2025-08-18,AUS
"5' 7""",1.70m,Right-Handed,Sep 1 2002,"Nice, France",327077.0,Diane Parry,49.0,2018-10-15 00:00:00,2025-08-18,FRA
5' 7'',1.70m,Right-Handed,May 18 2001,"New York, NY, USA",325410.0,Emma Navarro,8.0,2018-10-15 00:00:00,2025-08-18,USA
"5' 7""",1.70m,Right-Handed,May 7 1997,"Tolyatti, Russia",322082.0,Daria Kasatkina,8.0,2014-03-24 00:00:00,2025-08-18,AUS
5' 11'',1.80m,Right-Handed,Nov 15 1997,"New York City, USA",320124.0,Paula Badosa,2.0,2013-10-07 00:00:00,2025-08-18,ESP
"5' 9""",1.74m,Right-Handed,May 30 1989,"Volodymyrets,  Ukraine",315295.0,Lesia Tsurenko,24.0,2008-01-07 00:00:00,2025-08-18,UKR
"5' 7""",1.71m,Right-Handed,Jan 14 1998,"Perth, Australia",321179.0,Maddison Inglis,112.0,2016-02-22 00:00:00,2025-08-18,AUS
5' 9'',1.75m,Right-Handed,Nov 15 1994,"Chelyabinsk, Russia",319007.0,Ekaterina Alexandrova,15.0,2013-03-11 00:00:00,2025-08-18,RUS
"5' 7""",1.70m,Right-Handed,Dec 22 2001,"Cúcuta, Colombia",325898.0,Camila Osorio,33.0,2018-03-19 00:00:00,2025-08-18,COL
"5' 10""",1.77m,Right-Handed,Oct 16 1993,"Saint-Germain-en-Laye, France",315391.0,Caroline Garcia,4.0,2010-01-25 00:00:00,2025-08-18,FRA
"5' 7""",1.70m,Right-Handed,May 25 2000,"Thousand Oaks, CA, USA",323966.0,Claire Liu,52.0,2015-09-14 00:00:00,2025-08-18,USA
5' 6'',1.68m,Right-Handed,Aug 14 1995,"Montpellier, France",320313.0,Leolia Jeanjean,102.0,2013-10-07 00:00:00,2025-08-18,FRA
"5' 6""",1.68m,Right-Handed,Mar 4 1988,"Filderstadt, Germany",310926.0,Laura Siegemund,27.0,2004-09-06 00:00:00,2025-08-18,GER
5' 6'',1.68m,Right-Handed,Jun 20 1995,"Chongqing, China",317805.0,Carol Zhao,131.0,2011-02-21 00:00:00,2025-08-18,CAN
"5' 6""",1.70m,Right-Handed,Apr 30 1994,"Nanjing, China",317510.0,Yafan Wang,47.0,2012-07-23 00:00:00,2025-08-18,CHN
"5' 8""",1.72m,Right-Handed,Jun 4 2003,"Moscow, Russia",328897.0,Polina Kudermetova,106.0,2019-11-25 00:00:00,2025-08-18,RUS
,,Right-Handed,Jul 5 1999,"Berkel en Rodenrijs, Netherlands",324898.0,Suzan Lamens,86.0,2018-03-19 00:00:00,2025-08-18,NED
,,Right-Handed,Apr 16 2006,"Grosse Pointe, MI, USA,",330544.0,Maya Joint,110.0,2023-08-21 00:00:00,2025-08-18,AUS
"5' 8""",1.73m,Right-Handed,Jun 18 2004,"Perth, Australia",329393.0,Talia Gibson,125.0,2021-03-08 00:00:00,2025-08-18,AUS
"5' 7""",1.70m,Right-Handed,Feb 5 1994,"Xi'an, China",316286.0,Saisai Zheng,34.0,2010-01-25 00:00:00,2025-08-18,CHN
"5' 10""",1.79m,Right-Handed,Oct 19 1996,"Bratislava, Slovakia",320228.0,Rebecca Sramkova,43.0,2013-10-07 00:00:00,2025-08-18,SVK
"5' 2""",1.57m,Left-Handed,Jan 31 2006,"Hrusovany nad Jevisovkou, Czech Republic",330375.0,Sara Bejlek,114.0,2021-08-16 00:00:00,2025-08-18,CZE
"5' 9""",1.75m,Right-Handed,Jul 8 1999,"Calhoun, GA, USA",326678.0,McCartney Kessler,30.0,2017-10-23 00:00:00,2025-08-18,USA
5' 10'',1.78m,Left-Handed,Sep 5 2004,"Washington DC, USA",329408.0,Robin Montgomery,105.0,2020-08-31 00:00:00,2025-08-18,USA
"5' 10""",1.78m,Right-Handed,Feb 17 1995,"Rock Island, IL, USA",316959.0,Madison Keys,7.0,2010-01-25 00:00:00,2025-08-18,USA
"5' 7""",1.70m,Right-Handed,Jul 2 1996,"Dornbirn, Austria",320316.0,Julia Grabher,54.0,2015-09-14 00:00:00,2025-08-18,AUT
"5' 11""",1.8m,Right-Handed,Nov 3 2001,"Washington DC, USA",327101.0,Hailey Baptiste,80.0,2018-07-16 00:00:00,2025-08-18,USA
,,Right-Handed,Dec 5 2003,,328426.0,Sijia Wei,131.0,2019-09-16 00:00:00,2025-08-18,CHN
5' 7'',1.70m,Right-Handed,Jul 15 1991,"Granada, Spain",314359.0,Nuria Parrizas Diaz,45.0,2008-11-03 00:00:00,2025-08-18,ESP
5' 8'',1.72m,Left-Handed,Jan 13 2003,"Kamenka, Russia",329199.0,Oksana Selekhmeteva,138.0,2019-09-16 00:00:00,2025-08-18,RUS
"5'9""",1.76m,Right-Handed,Jul 30 1996,"Belgrade, Serbia",319709.0,Nina Stojanovic,81.0,2014-07-28 00:00:00,2025-08-18,SRB
"5' 9""",1.74m,Right-Handed,Dec 13 2000,"Coire, Switzerland",325771.0,Simona Waltert,107.0,2018-03-05 00:00:00,2025-08-18,SUI
"5' 7""",1.7m,Right-Handed,Oct 27 2005,"Perth, Australia",330291.0,Taylah Preston,134.0,2022-10-24 00:00:00,2025-08-18,AUS
"5' 6""",1.68m,Right-Handed,Oct 3 2006,"Maebashi City, Japan",332175.0,Sara Saito,150.0,2022-10-24 00:00:00,2025-08-18,JPN
,,Right-Handed,Mar 5 1999,"Adelaide, Australia",322579.0,Petra Hule,287.0,2022-10-24 00:00:00,2025-08-18,AUS
"5' 9""",1.76m,Right-Handed,May 3 2003,"Lyon, France",328142.0,Elsa Jacquemot,137.0,2019-09-16 00:00:00,2025-08-18,FRA
"5' 9""",1.74m,Right-Handed,Nov 27 2004,"Mississauga, Canada",329614.0,Marina Stakusic,125.0,2022-10-17 00:00:00,2025-08-18,CAN
"5' 6""",1.68m,Right-Handed,Apr 21 1996,"Groningue, Netherlands",323451.0,Arianne Hartono,135.0,2018-10-15 00:00:00,2025-08-18,NED
5' 5'',1.66m,Right-Handed,Feb 10 2000,"Daireaux, Argentina",322638.0,Maria Lourdes Carle,71.0,2018-03-19 00:00:00,2025-08-18,ARG
,,Right-Handed,Jul 7 2008,"Gold Coast, Australia",333111.0,Emerson Jones,376.0,2023-08-21 00:00:00,2025-08-18,AUS
